,sentence,DA_tag
48787,What is the organizational structure of the New Delhi Indira Gandhi airport ?,wh-question
48788,Right,accept
48789,Yeah,accept
48790,Yeah,accept
48791,Yeah,accept
48792,Uh huh,accept
48793,Uh huh,accept
48794,It was nice talking to you,farewell
48795,How s the,wh-question
48796,Bye bye,farewell
48797,Right,accept
48798,Yeah,accept
48799,Yeah,accept
48800,Yeah,accept
48801,Uh huh,accept
48802,Oh,accept
48803,Yeah,accept
48804,yeah,accept
48805,What was the first town to be chartered in Vermont ?,wh-question
48806,Uh huh,accept
48807,Well how old is your boys,wh-question
48808,Um,accept
48809,Uh huh,accept
48810,Okay,farewell
48811,Uh huh,accept
48812,Right,accept
48813,Yeah,accept
48814,Uh huh,accept
48815,Yes,accept
48816,Yeah,accept
48817,Uh huh,accept
48818,What U.S. President was the first to breed mules ?,wh-question
48819,uh huh,accept
48820,Uh huh,accept
48821,yeah,accept
48822,Right,accept
48823,Yeah,accept
48824,Tell me a holidy limerick.,imperative
48825,Right,accept
48826,Yeah,accept
48827,What are the first six words of Dickens 's A Tale of Two Cities ?,wh-question
48828,Uh huh,accept
48829,uh huh,accept
48830,Uh huh,accept
48831,Really,accept
48832,Yeah,accept
48833,Uh huh,accept
48834,Noise Right,accept
48835,Who portrayed Dracula in Hammer Studios ' films ?,wh-question
48836,Uh huh,accept
48837,Well what should we do about it,wh-question
48838,Yeah,accept
48839,Yeah,accept
48840,Uh huh,accept
48841,Uh huh,accept
48842,yeah,accept
48843,Bye bye,farewell
48844,What award is the `` Oscar '' of advertising ?,wh-question
48845,Yeah,accept
48846,Yes,accept
48847,Yeah,accept
48848,Uh huh,accept
48849,Yeah,accept
48850,Right,accept
48851,Oh I see,accept
48852,Uh huh,accept
48853,Uh huh,accept
48854,Yeah,accept
48855,Yeah,accept
48856,Very faint Uh huh,accept
48857,Yes,accept
48858,Yeah,accept
48859,Oh,accept
48860,Yeah,accept
48861,Yeah,accept
48862,Uh huh,accept
48863,Uh huh,accept
48864,Uh huh,accept
48865,Yeah,accept
48866,Uh huh,accept
48867,Uh huh,accept
48868,Yeah,accept
48869,I ve become very aware of different political views because some of the things we have to discuss are very politically motivated or whatever,farewell
48870,Oh yeah laughter,accept
48871,Uh huh,accept
48872,Who was Damocles ?,wh-question
48873,Who made the first airplane ?,wh-question
48874,Uh huh,accept
48875,Uh huh,accept
48876,Uh huh,accept
48877,Uh yeah,accept
48878,Laughter Yeah,accept
48879,Uh huh,accept
48880,What time is it over th,wh-question
48881,And yeah,accept
48882,Yeah,accept
48883,Right,accept
48884,Huh,accept
48885,Uh huh,accept
48886,Uh huh,accept
48887,Yeah,accept
48888,Oh,accept
48889,What is the origin of the term `` buffalo wings '' that is used as a menu item in bars across the nation for chicken wings in a spicey sauce ?,wh-question
48890,Yeah,accept
48891,Oh yeah,accept
48892,Yeah,accept
48893,Yes,accept
48894,Show me emails from Tom.,imperative
48895,Yeah,accept
48896,Yeah,accept
48897,Yeah,accept
48898,Yeah,accept
48899,Uh huh,accept
48900,Uh huh,accept
48901,Yeah,accept
48902,Yeah faint,accept
48903,Yeah,accept
48904,Yeah,accept
48905,"How much would it cost to purchase a 2-foot-square party tent , with sides , ?",wh-question
48906,All right,accept
48907,Yeah,accept
48908,What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?,wh-question
48909,Uh huh,accept
48910,Yeah,accept
48911,Right,accept
48912,Oh,accept
48913,Uh huh faint,accept
48914,Yeah,accept
48915,Yeah,accept
48916,Uh huh,accept
48917,Yeah,accept
48918,Yeah,accept
48919,When did Spielberg direct `` Jaws '' ?,wh-question
48920,Come in,imperative
48921,Yeah,accept
48922,Uh huh,accept
48923,Huh uh,accept
48924,Nice talking with you,farewell
48925,"Name the 5 words that use all of the letters in the alphabet , except Q , with no repeats .",wh-question
48926,Why,wh-question
48927,Yeah,accept
48928,Uh huh,accept
48929,Yeah,accept
48930,Laughter Yeah,accept
48931,Oh yeah,accept
48932,Uh huh,accept
48933,Uh huh,accept
48934,What part of Ohio are you in,wh-question
48935,Yeah,accept
48936,Uh huh,accept
48937,No,reject
48938,Yes,farewell
48939,Uh and it s there by the Copper Mill restaurant used to be the Hayloft,farewell
48940,Uh huh,accept
48941,Uh huh,accept
48942,Right,accept
48943,Oh uh where is that at,wh-question
48944,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,wh-question
48945,All right,farewell
48946,Yeah,accept
48947,What two commanders directed the forces in the Battle of El Alamein ?,wh-question
48948,Yeah,accept
48949,Uh huh,accept
48950,How many do you have,wh-question
48951,Yeah Uh,accept
48952,Yeah,accept
48953,Yeah,accept
48954,Yeah,accept
48955,Right,accept
48956,Yeah,accept
48957,Yeah,accept
48958,Uh huh,accept
48959,Right,accept
48960,Yeah,accept
48961,Uh huh,accept
48962,Yeah,accept
48963,Don't let the lights get turned on.,imperative
48964,Uh huh,accept
48965,What organic fuel do bog-dwellers use a `` slane '' to cut ?,wh-question
48966,Huh,accept
48967,Noise Yeah,accept
48968,Uh huh,accept
48969,Right,accept
48970,Very few,reject
48971,Yeah,accept
48972,Uh huh,farewell
48973,Yeah,accept
48974,Enjoy some fresh apples,imperative
48975,Uh huh,accept
48976,Yeah,accept
48977,Time uh huh,accept
48978,Uh huh,accept
48979,Uh huh,accept
48980,Yes,accept
48981,"What TV show premiered on January 15 , 1981 ?",wh-question
48982,Right,accept
48983,Yeah,accept
48984,What are some of the significant historical events of the 1990s ?,wh-question
48985,Uh huh,accept
48986,Yeah,accept
48987,Uh huh faint,accept
48988,What ability has the silkworm moth lost through domestication ?,wh-question
48989,Very faint Uh huh,accept
48990,Yeah,accept
48991,Uh huh,accept
48992,yeah,accept
48993,You to,farewell
48994,Good talking to you too Don,farewell
48995,Uh huh,accept
48996,When was Hurricane Hugo ?,wh-question
48997,Yeah,accept
48998,Oh,accept
48999,Right,accept
49000,Uh huh,accept
49001,Um,accept
49002,Yeah,accept
49003,Yeah,accept
49004,yeah,accept
49005,Uh huh,accept
49006,Right,accept
49007,Yeah,accept
49008,Uh I haven t gotten through laughter it yet,reject
49009,Uh huh,accept
49010,Oh,accept
49011,Oh,accept
49012,So what kind of weather have you had in Dallas Laughter,wh-question
49013,um,accept
49014,Yeah,accept
49015,Yeah,accept
49016,Yeah,accept
49017,Uh huh,accept
49018,Yeah,accept
49019,yeah,accept
49020,Yeah,accept
49021,Yeah,accept
49022,Yeah,accept
49023,Yeah,accept
49024,Uh huh,accept
49025,Go to bed early.,imperative
49026,Oh yeah,accept
49027,Uh huh,accept
49028,Uh huh,accept
49029,Uh huh,accept
49030,Yeah,accept
49031,Yeah,accept
49032,Yeah,accept
49033,Uh huh,accept
49034,so how do you keep track of where you are in in your monthly spending,wh-question
49035,Right,accept
49036,Uh huh,accept
49037,Uh huh,accept
49038,Yeah,accept
49039,Laughter Vegetables once in a while,farewell
49040,Right,accept
49041,Oh laughter,accept
49042,Sure,accept
49043,so my dress code is very very laughter,reject
49044,Yeah,accept
49045,something,accept
49046,yeah,accept
49047,Yeah,accept
49048,Uh huh,accept
49049,Uh huh,accept
49050,What is the abbreviation of the company name ` General Motors ' ?,wh-question
49051,So what else to you tape besides AMERICAN GLAD at,wh-question
49052,Oh yeah,accept
49053,Uh huh,accept
49054,Bye bye,farewell
49055,Yeah,accept
49056,Yeah,accept
49057,Uh huh,accept
49058,Yeah,accept
49059,Yeah,accept
49060,Oh,accept
49061,Right,accept
49062,What what age child are you thinking in terms of,wh-question
49063,Yeah,accept
49064,Okay,accept
49065,uh huh,accept
49066,Yeah,accept
49067,Uh huh,accept
49068,thanks,farewell
49069,Right,accept
49070,Really,accept
49071,Yeah,accept
49072,Uh huh,accept
49073,Oh,accept
49074,Uh huh,accept
49075,Where is the official `` zero '' of the sea level ?,wh-question
49076,Huh uh laughter,accept
49077,Uh huh,accept
49078,Uh yeah,accept
49079,Sure,accept
49080,Yeah,accept
49081,What about,wh-question
49082,uh huh,accept
49083,Yeah,accept
49084,How much did the Iran-Contra investigation cost ?,wh-question
49085,Bye bye,farewell
49086,Yes laughter,accept
49087,What is a courier ?,wh-question
49088,Where on the Internet can I find information on laundry detergent ?,wh-question
49089,Uh huh,accept
49090,Oh,accept
49091,Well take care,farewell
49092,Uh huh,accept
49093,Huh,accept
49094,well what s your opinion about capital punishment,wh-question
49095,Who invented batteries ?,wh-question
49096,Yeah,accept
49097,Oh,accept
49098,Uh huh,accept
49099,What do the red-and-white stripes on a barbershop pole stand for ?,wh-question
49100,Yeah,accept
49101,Yeah,accept
49102,Yeah,accept
49103,Uh huh,accept
49104,Where s that,wh-question
49105,Yeah,accept
49106,Uh huh,accept
49107,yeah,accept
49108,Yes,accept
49109,Huh,accept
49110,Huh,accept
49111,Laughter Yeah,accept
49112,Laughter Yes,accept
49113,Yes,accept
49114,Uh huh,accept
49115,What are the characters ' names in the Scooby-Doo cartoon ?,wh-question
49116,Uh huh,accept
49117,Yeah,accept
49118,No,accept
49119,Yeah,accept
49120,Yes,accept
49121,Uh huh,accept
49122,Yeah,accept
49123,Okay,accept
49124,Yeah,accept
49125,Yeah,accept
49126,What are the Benelux countries ?,wh-question
49127,Yeah,accept
49128,and uh um where was I at,wh-question
49129,Uh huh,accept
49130,Yeah,accept
49131,Uh huh,accept
49132,Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,wh-question
49133,Yeah,accept
49134,Yes,accept
49135,What does Playboy title its `` continuing dialog on contemporary issues between Playboy and its readers '' ?,wh-question
49136,Shout loud!,imperative
49137,really laughter,accept
49138,Hm,accept
49139,Uh huh,accept
49140,Yeah,accept
49141,Which side of the face do most artists tend to show more of in self-portraits ?,wh-question
49142,Uh huh,accept
49143,Uh huh,accept
49144,Thanks a lot,farewell
49145,Uh huh,accept
49146,Oh,accept
49147,And oh yeah,accept
49148,Uh huh,accept
49149,what do you think is the biggest problem,wh-question
49150,Uh huh,accept
49151,Uh huh,accept
49152,Uh yeah,accept
49153,Oh yeah,accept
49154,How do you how uh is recycling done in your community,wh-question
49155,Right,accept
49156,Yeah,accept
49157,Uh huh,accept
49158,Okay,farewell
49159,Uh huh,accept
49160,Uh huh,accept
49161,Yeah,accept
49162,Uh huh baby_crying,accept
49163,Yeah,accept
49164,What weapon did the crossed slits in English castles accommodate ?,wh-question
49165,Uh huh,accept
49166,Name Li 'l Abner 's favorite Indian drink .,wh-question
49167,Yeah,accept
49168,and maybe we ll meet up again some time,farewell
49169,Yeah,accept
49170,Yeah,accept
49171,Laughter Right laughter,accept
49172,Right,accept
49173,Yeah,accept
49174,Chop the carrots.,imperative
49175,Sure,accept
49176,Yeah,accept
49177,Uh huh,accept
49178,Oh yeah,accept
49179,Oh yeah,accept
49180,yeah,accept
49181,Thank you,farewell
49182,Yeah,accept
49183,well you eat them dead,reject
49184,Uh huh,accept
49185,Yes,accept
49186,What caused the Titanic to sink ?,wh-question
49187,Uh huh,accept
49188,Yeah,accept
49189,Oh,accept
49190,Yeah,accept
49191,What is her husband 's name ?,wh-question
49192,Yeah,accept
49193,Yeah,accept
49194,Yes,accept
49195,Uh huh,accept
49196,Right,accept
49197,Uh huh,accept
49198,Uh huh,accept
49199,No I m,reject
49200,yeah,accept
49201,Uh huh,accept
49202,Who 's the twin brother of the Greek goddess Artemis ?,wh-question
49203,Yeah,accept
49204,What tragedy befell the city of Dogtown in 1899 ?,wh-question
49205,Yeah,accept
49206,Yeah,accept
49207,Yeah,accept
49208,How much iron is in your body ?,wh-question
49209,Well I ve enjoyed talking with you,farewell
49210,Oh yeah,accept
49211,Okay,accept
49212,What U.S. state are the Finger Lakes in ?,wh-question
49213,Uh huh,accept
49214,Uh huh,accept
49215,Uh huh,accept
49216,Yes,accept
49217,Uh huh,accept
49218,Yeah,accept
49219,Really,accept
49220,uh huh,accept
49221,What famous film and TV cowboy lent his name to a fast food chain ?,wh-question
49222,What are manifest and latent function theories ?,wh-question
49223,Uh huh,accept
49224,Oh yeah,accept
49225,Yeah,accept
49226,Uh huh throat_clearing,accept
49227,Uh huh,accept
49228,Yeah,accept
49229,Uh huh,accept
49230,Right,accept
49231,What is the protection rate of using condoms ?,wh-question
49232,Uh huh,accept
49233,I don t too often watch you know shows that are on on a regular bases,reject
49234,Yeah,farewell
49235,well no uh,reject
49236,Yeah,accept
49237,Yeah,accept
49238,What are the largest breweries in the world ?,wh-question
49239,weather out there in Georgia,wh-question
49240,Uh huh,accept
49241,Right,accept
49242,Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?,wh-question
49243,"How can people from Ireland come to the U.S. , work , and then return to Ireland ?",wh-question
49244,What Russian city used to be called St. Petersburg and Petrograd ?,wh-question
49245,right needs slash unit,accept
49246,Uh huh,accept
49247,Oh uh huh,accept
49248,Oh yeah,accept
49249,Yeah breathing,accept
49250,Yeah,accept
49251,When is President Nixon 's birthday ?,wh-question
49252,Yeah,accept
49253,Yeah,accept
49254,How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?,wh-question
49255,Yeah,accept
49256,Probably not,reject
49257,Uh huh,accept
49258,Yeah,accept
49259,Uh huh,accept
49260,Uh huh,accept
49261,Uh huh,accept
49262,What are the various ways in which one can measure IT User Satisfaction Level ?,wh-question
49263,Uh huh,accept
49264,Yeah,accept
49265,do not turn left on red,imperative
49266,Well yeah,accept
49267,Oh no,reject
49268,Yeah,accept
49269,What is usenet for the Internet ?,wh-question
49270,Oh,accept
49271,Right,accept
49272,What cable network bills itself as `` the family entertainer '' ?,wh-question
49273,yeah,accept
49274,right,accept
49275,Uh huh,accept
49276,Right,accept
49277,Oh snorting,accept
49278,Okay,farewell
49279,Uh,accept
49280,Right,accept
49281,What is the treatment for depression ?,wh-question
49282,Yeah,accept
49283,Yeah,accept
49284,Yeah,accept
49285,Uh huh,accept
49286,Yeah,accept
49287,Right,accept
49288,Yeah,accept
49289,Oh,accept
49290,Right,accept
49291,yeah,accept
49292,Uh huh,accept
49293,Uh huh,accept
49294,Uh huh,accept
49295,Yeah,accept
49296,uh huh,accept
49297,Yeah,accept
49298,But anyway it was really good talking to you,farewell
49299,Yeah,accept
49300,Yeah,accept
49301,Right,accept
49302,Yeah,accept
49303,Uh what kind of house do you live in,wh-question
49304,Uh huh,accept
49305,What is the main ingredient of yogurt ?,wh-question
49306,do not bear false witness against thy neighbor.,imperative
49307,Nice talking to you,farewell
49308,Right,accept
49309,Uh huh,accept
49310,Yeah,accept
49311,We were saying we could sell our house here and buy one down there cash you know,farewell
49312,What is a fear of lice ?,wh-question
49313,Yeah,accept
49314,Uh huh,accept
49315,Yeah,accept
49316,What are the unemployment statistics for the years 1965 and 1990 ?,wh-question
49317,Uh huh,accept
49318,Yeah,accept
49319,Uh huh,accept
49320,Right laughter,accept
49321,Yeah,accept
49322,Uh huh,accept
49323,Yeah,accept
49324,How many equal sides are there on a scalene triangle ?,wh-question
49325,Yeah,accept
49326,All right,accept
49327,Uh huh,accept
49328,Yeah,accept
49329,Yeah,accept
49330,Yeah,accept
49331,Um um Uh huh,accept
49332,Uh huh,accept
49333,Yeah,accept
49334,Uh,accept
49335,Yeah,accept
49336,right,accept
49337,Oh yes,accept
49338,Yes,accept
49339,Huh,accept
49340,Uh huh,accept
49341,Why do rooftops give off steam after a big rainstorm ?,wh-question
49342,I don t think so laughter,reject
49343,Yeah,accept
49344,Uh huh,accept
49345,Uh huh,accept
49346,Yeah,accept
49347,What country was General Douglas McArthur in when he was recalled by President Truman ?,wh-question
49348,Uh huh,accept
49349,Hm I wonder why it does,wh-question
49350,Uh huh,accept
49351,Yes,accept
49352,Yeah,accept
49353,yeah,accept
49354,Okay,accept
49355,Yeah,accept
49356,Yeah,accept
49357,Um,accept
49358,What city 's airport is named Logan International ?,wh-question
49359,laughter That s true,accept
49360,What is pasta ?,wh-question
49361,Uh huh,accept
49362,Uh huh,accept
49363,Sure,accept
49364,Yeah,accept
49365,How big is your family,wh-question
49366,not at all,reject
49367,Yeah,accept
49368,Yes,accept
49369,Yeah,accept
49370,yeah,accept
49371,Yeah,accept
49372,Yeah,accept
49373,Uh huh,accept
49374,How much do tuberculosis combatting drugs cost ?,wh-question
49375,Yeah,accept
49376,Yeah,accept
49377,Right,accept
49378,Oh laughter Okay,accept
49379,Uh huh,accept
49380,Are you a native of there,farewell
49381,Yeah,accept
49382,Right,accept
49383,Yeah,accept
49384,Uh huh,accept
49385,Uh huh,accept
49386,Uh huh,accept
49387,Okay,accept
49388,Uh huh,accept
49389,Yeah,accept
49390,Yeah,accept
49391,Right,accept
49392,Yeah,accept
49393,What is the most advanced handheld calculator in the world ?,wh-question
